productTitle,originalPrice,price,sold,discount_pct,tagText_Express Shipping,tagText_Free Shipping,tagText_Standard Shipping
Kids Bunk Bed,316.72751926329016,174.387212,406,44.94093459083519,1,0,0
Rustic Bed Frame,93.11408626,49.89852499,164,46.411410996753304,1,0,0
Modern Glass Coffee Table,278.08386259770066,153.1103758,791,44.940934590835184,0,1,0
Ergonomic Office Chair,435.7411736234541,239.9150178,266,44.94093459083519,0,0,1
Luxury Wooden Dining Table,517.9461029364497,285.1762836,751,44.940934590835184,0,1,0
Ergonomic Office Chair,414.52936587988137,228.2359947,71,44.94093459083519,0,0,0
Outdoor Patio Set,102.68276446368688,56.53617045,88,44.94093459083519,1,0,0
Classic Wooden Bookshelf,136.09686632553516,74.93366265,51,44.94093459083519,1,0,0
Marble Top Dining Table,559.8008896618418,308.221138,964,44.94093459083519,1,0,0
Convertible Futon Sofa,596.8858934,345.8243593,159,42.06189773892886,1,0,0
Minimalist TV Stand,274.90943130830016,151.3625636,872,44.94093459083519,0,0,1
Mesh Gaming Chair,142.4824278200366,78.44949313,337,44.94093459083519,0,1,0
Ergonomic Office Chair,777.2035689671745,427.9210214,84,44.94093459083519,0,0,0
Compact Wardrobe,80.66358694967484,44.4126171,2,44.94093459083519,0,0,0
Convertible Futon Sofa,267.7164999162232,147.4022028,520,44.940934590835184,0,0,0
Swivel Bar Stools,81.63388006,49.05997922,324,39.902428766167354,0,0,0
Velvet Upholstered Sofa,334.9618785,202.180458,369,39.640755865894754,0,0,1
Rustic Bed Frame,73.89558015,39.86628459,150,46.050515458332185,0,0,1
Modern Glass Coffee Table,70.79165570709466,38.97722402,393,44.94093459083519,0,1,0
Recliner Leather Chair,662.520352623496,364.7775143,270,44.94093459083519,1,0,0
Kids Bunk Bed,166.61177649544766,91.734887,916,44.94093459083519,1,0,0
Swivel Bar Stools,545.415026877688,300.3004164,580,44.9409345908352,0,0,0
Convertible Futon Sofa,276.23058195732466,152.0899768,374,44.94093459083519,0,0,1
Rustic Bed Frame,77.54323188,40.54318299,68,47.7153814626381,0,0,0
Bamboo Shoe Rack,341.627539084037,188.0969302,894,44.94093459083519,1,0,0
Luxury Wooden Dining Table,102.0965465,59.59736767,355,41.626460724604435,0,0,0
Mesh Gaming Chair,259.05562333838316,142.6336051,837,44.940934590835184,1,0,0
Mesh Gaming Chair,692.7049752219639,381.3968854,81,44.94093459083519,0,0,0
Modern Glass Coffee Table,817.2784718665022,449.9858884,825,44.94093459083519,0,0,0
Minimalist TV Stand,307.8831495599326,169.5175847,557,44.94093459083519,0,0,1
Adjustable Standing Desk,554.461239091764,305.2811763,229,44.94093459083519,0,0,0
Luxury Wooden Dining Table,190.42918676666736,104.8485305,839,44.94093459083519,0,1,0
Ergonomic Office Chair,155.08840694158687,85.39022742,209,44.9409345908352,1,0,0
Velvet Upholstered Sofa,289.62558157308706,159.4651384,29,44.940934590835184,1,0,0
Rustic Bed Frame,1309.7190276316726,721.1190561,167,44.94093459083519,0,0,0
L-Shaped Computer Desk,288.17598559090186,158.6670044,740,44.9409345908352,1,0,0
Luxury Wooden Dining Table,555.8741363035472,306.0591043,320,44.940934590835184,0,0,1
Bamboo Shoe Rack,1419.53975,906.8822023,552,36.1143495770372,0,1,0
L-Shaped Computer Desk,353.37110038851876,194.5628253,767,44.94093459083519,1,0,0
Adjustable Standing Desk,813.590259789328,447.9551933,898,44.94093459083519,0,0,1
Bamboo Shoe Rack,172.15326950359474,94.78598126,524,44.94093459083519,0,0,1
Foldable Study Table,654.3916064002536,360.3019026,801,44.940934590835184,0,0,1
Luxury Wooden Dining Table,212.70525467456622,117.1135253,624,44.94093459083519,0,1,0
Adjustable Standing Desk,424.0041675,266.627247,84,37.116833409426334,1,0,0
Minimalist TV Stand,196.9354913,116.3760092,463,40.9065331841483,0,1,0
Luxury Wooden Dining Table,77.1772171834338,42.49305449,703,44.94093459083519,0,0,1
Rustic Bed Frame,211.53089856228036,116.4669358,143,44.94093459083519,1,0,0
Recliner Leather Chair,201.3937323,112.8904876,892,43.94538185933406,0,0,1
Bamboo Shoe Rack,197.98910440977932,109.0109505,157,44.940934590835184,0,0,1
Convertible Futon Sofa,135.30784581316067,74.49923533,438,44.940934590835184,0,1,0
Marble Top Dining Table,241.77056913472816,133.1166158,838,44.94093459083519,0,0,1
Ergonomic Office Chair,173.8597557706929,95.72555665,116,44.94093459083519,0,0,1
Kids Bunk Bed,163.54744097238378,90.0476925,812,44.94093459083519,0,0,0
L-Shaped Computer Desk,287.79065013628895,158.4548423,554,44.940934590835184,0,0,1
Foldable Study Table,155.98752334743415,85.88527251,804,44.94093459083519,0,1,0
Bamboo Shoe Rack,151.12495497635106,83.20798781,471,44.940934590835184,0,0,0
Classic Wooden Bookshelf,487.92662425992154,268.6478392,827,44.94093459083519,0,0,0
Classic Wooden Bookshelf,272.65246546486406,150.1198993,167,44.9409345908352,0,1,0
Recliner Leather Chair,272.72586282404495,150.1603112,383,44.94093459083519,0,0,0
Adjustable Standing Desk,303.0205811888495,166.8403,180,44.94093459083519,1,0,0
Swivel Bar Stools,242.15590458934102,133.3287779,323,44.94093459083519,0,1,0
Bamboo Shoe Rack,575.7097454241156,316.9804053,784,44.9409345908352,0,1,0
Modern Glass Coffee Table,645.198599649439,355.240319,517,44.94093459083519,1,0,0
Kids Bunk Bed,302.2499099163775,166.4159756,781,44.940934590835184,0,0,1
Foldable Study Table,382.08777780122364,210.3739595,965,44.94093459083519,0,1,0
Marble Top Dining Table,408.43739360415566,224.8818117,950,44.94093459083519,0,0,0
Marble Top Dining Table,255.5509043867266,140.7039396,73,44.94093459083519,0,0,0
Modern Glass Coffee Table,334.9618785,209.3636634,16,37.49627141525599,0,0,1
Swivel Bar Stools,529.4511233230573,291.5108403,938,44.94093459083519,0,1,0
Swivel Bar Stools,236.9813979412028,130.4797429,295,44.94093459083519,0,1,0
Marble Top Dining Table,159.38214655091645,87.75432032,351,44.940934590835184,0,1,0
Convertible Futon Sofa,4.232030037,2.010489264,416,52.493502020954594,0,1,0
Classic Wooden Bookshelf,148.6661468219819,81.85419102,358,44.94093459083519,0,0,0
Marble Top Dining Table,694.1189042,440.3476635,647,36.56019727520338,1,0,0
Luxury Wooden Dining Table,888.9508947577038,489.4480546,974,44.94093459083519,1,0,0
Kids Bunk Bed,299.8644991030269,165.1025907,951,44.94093459083519,0,0,1
Marble Top Dining Table,189.69521426459735,104.4444121,666,44.94093459083519,0,1,0
Compact Wardrobe,589.1047450398779,324.3555669,302,44.940934590835184,0,1,0
Classic Wooden Bookshelf,78.86535411981792,43.42252691,808,44.94093459083519,0,0,1
Luxury Wooden Dining Table,192.20907041110874,105.8285178,859,44.94093459083519,0,0,0
Kids Bunk Bed,627.4903511,397.4909025,762,36.65386219832823,1,0,0
Outdoor Patio Set,711.457974611382,391.7221116,826,44.94093459083519,0,0,0
Outdoor Patio Set,333.84742972662866,183.8132747,781,44.94093459083519,0,0,1
Foldable Study Table,794.4886231708297,437.4380107,6,44.94093459083519,0,1,0
Swivel Bar Stools,413.20821523085687,227.5085815,794,44.94093459083519,1,0,0
Adjustable Standing Desk,78.59011439521704,43.27098249,889,44.94093459083519,0,0,0
Velvet Upholstered Sofa,547.0664651889686,301.2096829,643,44.94093459083519,0,1,0
Ergonomic Office Chair,259.5877535113578,142.926591,599,44.94093459083519,0,1,0
Luxury Wooden Dining Table,288.54297202355997,158.8690637,931,44.94093459083519,0,0,0
Minimalist TV Stand,622.225257828249,342.5914117,128,44.9409345908352,0,0,1
Convertible Futon Sofa,686.998338400851,378.2548645,772,44.940934590835184,0,0,1
Marble Top Dining Table,258.8170822388858,142.5022666,407,44.94093459083519,0,1,0
Outdoor Patio Set,616.5002716219351,339.4392878,106,44.940934590835184,0,0,0
Rustic Bed Frame,107.39853831619367,59.13263146,370,44.94093459083519,1,0,0
Ergonomic Office Chair,373.1516615351073,205.4538174,738,44.94093459083519,0,1,0
Minimalist TV Stand,335.6823611634268,184.8235708,862,44.94093459083519,1,0,0
Recliner Leather Chair,230.1225242,137.0062558,648,40.46377846919167,0,0,0
Modern Glass Coffee Table,483.63288465059196,266.2837463,467,44.94093459083519,0,0,0
Convertible Futon Sofa,264.431972678863,145.5937728,843,44.94093459083519,0,0,0
Bamboo Shoe Rack,286.3830749,101.3731119,19,64.60226850507918,0,1,0
Adjustable Standing Desk,559.6082123,353.8360074,832,36.77076218275504,0,1,0
Rustic Bed Frame,108.15086020346466,59.54685286,395,44.94093459083519,0,0,0
Floating Wall Shelves,296.91025934629965,163.4760139,258,44.94093459083519,1,0,0
Luxury Wooden Dining Table,48.36879326245718,26.63140552,464,44.94093459083519,1,0,0
Foldable Study Table,762.4323705467848,419.7881376,669,44.9409345908352,0,1,0
Minimalist TV Stand,255.2130898,158.0709297,204,38.06315740941278,0,0,1
Recliner Leather Chair,597.783970821296,329.1342675,816,44.94093459083519,1,0,0
Adjustable Standing Desk,259.51435633380004,142.8861792,22,44.9409345908352,0,0,1
Foldable Study Table,641.7305792865612,353.3308594,249,44.940934590835184,1,0,0
Bamboo Shoe Rack,203.8058371788519,112.2135892,521,44.94093459083519,0,1,0
Adjustable Standing Desk,553.6355198453122,304.826543,530,44.9409345908352,0,0,0
Convertible Futon Sofa,19.909006334450744,10.96171282,650,44.94093459083519,0,0,0
Mesh Gaming Chair,87.72807306307799,48.30225713,57,44.94093459083519,0,0,0
Foldable Study Table,215.3842547430172,118.5885577,344,44.9409345908352,0,0,0
Bamboo Shoe Rack,1283.9932885644741,706.9547046,467,44.9409345908352,0,0,0
Rustic Bed Frame,344.7469225810807,189.8144336,474,44.940934590835184,0,0,1
Compact Wardrobe,103.5763431,62.24434348,591,39.90486474319251,0,1,0
Classic Wooden Bookshelf,63.48987601,27.06583285,192,57.369844531217886,0,0,1
Kids Bunk Bed,258.54184255060954,142.3507222,80,44.94093459083519,0,1,0
Ergonomic Office Chair,528.0932739036309,290.7632211,739,44.94093459083519,0,0,1
Mesh Gaming Chair,1257.9189126314413,692.5983969,940,44.94093459083519,1,0,0
Compact Wardrobe,222.15515172845616,122.3165503,254,44.94093459083519,0,1,0
Ergonomic Office Chair,94.64576467606713,52.11107348,224,44.94093459083519,0,0,1
Convertible Futon Sofa,273.4781847113159,150.5745326,501,44.940934590835184,0,1,0
Compact Wardrobe,103.6046195,56.20277273,359,45.752638249880356,0,1,0
Mesh Gaming Chair,336.342936487939,185.1872774,878,44.94093459083519,1,0,0
Modern Glass Coffee Table,290.96508142568945,160.2026545,511,44.94093459083519,1,0,0
Foldable Study Table,139.08780461655434,76.58044532,321,44.9409345908352,0,0,0
Outdoor Patio Set,38.90054693234012,21.41827758,119,44.94093459083519,0,1,0
Ergonomic Office Chair,215.87968614558983,118.8613376,82,44.94093459083519,1,0,0
Kids Bunk Bed,250.89017834473884,138.1377874,204,44.94093459083519,1,0,0
Kids Bunk Bed,183.4931458592888,101.0296112,603,44.94093459083519,1,0,0
Floating Wall Shelves,159.27205065744363,87.69370255,99,44.94093459083519,0,0,1
Floating Wall Shelves,115.1419490666608,63.39608105,58,44.94093459083519,0,0,1
Luxury Wooden Dining Table,489.00923380944863,269.2439139,751,44.94093459083519,0,1,0
Ergonomic Office Chair,318.1037177046714,175.144934,628,44.94093459083519,0,0,1
Minimalist TV Stand,489.3578708569058,269.4358702,44,44.94093459083519,0,1,0
Ergonomic Office Chair,171.5244602,85.86506659,797,49.94004558307306,0,0,0
Marble Top Dining Table,292.5981705333922,161.1018181,490,44.94093459083519,0,1,0
Compact Wardrobe,458.3788079,239.601826,324,47.72842420492713,1,0,0
Foldable Study Table,460.42100172990456,253.5035005,126,44.94093459083519,0,1,0
Marble Top Dining Table,291.1302253476291,160.2935812,131,44.9409345908352,0,0,0
Rustic Bed Frame,1009.0288094638171,555.5618322,725,44.94093459083519,0,0,0
Rustic Bed Frame,265.532931431968,146.1999504,756,44.94093459083519,0,1,0
Minimalist TV Stand,121.32566808676837,66.80077895,489,44.94093459083519,1,0,0
Recliner Leather Chair,1047.809165,555.5012144,944,46.98450510308334,0,0,1
Velvet Upholstered Sofa,311.27777274525255,171.3866325,714,44.94093459083519,0,0,0
Luxury Wooden Dining Table,109.08667525257778,60.06210388,264,44.940934590835184,0,1,0
Foldable Study Table,348.5251106,210.6063276,713,39.57212229631526,0,1,0
Outdoor Patio Set,284.28593100300924,156.5251767,8,44.94093459083519,0,0,1
Ergonomic Office Chair,222.3202956503958,122.407477,178,44.94093459083519,0,1,0
Convertible Futon Sofa,296.4871644,152.8375959,899,48.450518520996724,0,0,0
Recliner Leather Chair,12.58298463,10.96171282,211,12.88463633766673,0,0,0
Mesh Gaming Chair,222.96252158970702,122.7610806,877,44.94093459083519,0,0,0
Rustic Bed Frame,758.1386309374551,417.4240447,784,44.940934590835184,1,0,0
Convertible Futon Sofa,355.3491412,214.8596742,575,39.535614614284036,1,0,0
Marble Top Dining Table,642.5522309,338.3077562,218,47.34937645051137,0,1,0
L-Shaped Computer Desk,44.9877046,27.03552397,937,39.904637921891215,1,0,0
Velvet Upholstered Sofa,362.38061383219286,199.5233792,260,44.9409345908352,0,0,1
Classic Wooden Bookshelf,267.99173960449946,147.5537472,776,44.940934590835184,1,0,0
Classic Wooden Bookshelf,689.3654000106238,379.5581465,844,44.94093459083519,0,0,0
Ergonomic Office Chair,23.468773369061097,12.92168728,658,44.94093459083519,1,0,0
Outdoor Patio Set,233.5722413,144.1490493,510,38.28502543893686,1,0,0
Outdoor Patio Set,401.2134133,251.9678504,387,37.19854769371939,1,0,0
Classic Wooden Bookshelf,1009.4875422776108,555.8144062,173,44.94093459083519,0,0,1
Mesh Gaming Chair,541.6534174413329,298.2293094,975,44.94093459083519,0,0,1
Rustic Bed Frame,95.9302166818258,52.81828075,285,44.940934590835184,0,0,1
Mesh Gaming Chair,447.31959118761944,246.2899863,602,44.94093459083519,0,0,0
Swivel Bar Stools,810.7828145693394,446.4094402,983,44.94093459083519,0,1,0
Recliner Leather Chair,335.6823611634268,184.8235708,9,44.94093459083519,0,1,0
Outdoor Patio Set,84.59034027164482,46.57465078,277,44.9409345908352,1,0,0
Luxury Wooden Dining Table,18.789698141657812,10.34543219,811,44.940934590835184,1,0,0
Minimalist TV Stand,509.4687196657504,280.5087156,792,44.94093459083519,1,0,0
Floating Wall Shelves,262.1750068354269,144.3511085,596,44.9409345908352,0,0,0
Modern Glass Coffee Table,209.31063148924625,115.2444775,989,44.94093459083519,0,0,0
Bamboo Shoe Rack,1287.2411172130553,708.7429287,306,44.94093459083519,0,0,1
L-Shaped Computer Desk,158.2251408,78.742479,603,50.233901766892906,1,0,0
Velvet Upholstered Sofa,467.6506317107605,257.4840672,821,44.94093459083519,0,0,0
Floating Wall Shelves,243.5688019827474,134.106706,387,44.94093459083519,1,0,0
Kids Bunk Bed,1018.2952133921895,560.6638276,168,44.940934590835184,1,0,0
Ergonomic Office Chair,981.4314403710414,540.3669787,901,44.94093459083519,0,0,0
Outdoor Patio Set,80.13145683118717,44.11963123,346,44.94093459083519,0,0,1
Mesh Gaming Chair,1028.4240349741697,566.2406621,950,44.9409345908352,1,0,0
Marble Top Dining Table,206.6499809876194,113.7795482,972,44.9409345908352,0,1,0
Recliner Leather Chair,235.259398,145.2401691,352,38.26381843415241,1,0,0
Adjustable Standing Desk,422.05258493421445,232.3782088,698,44.940934590835184,0,0,1
Kids Bunk Bed,316.70916987808914,174.377109,43,44.94093459083519,1,0,0
Adjustable Standing Desk,511.2119045397897,281.4684969,831,44.94093459083519,0,0,0
Kids Bunk Bed,1027.5616171389388,565.7658229,639,44.94093459083519,1,0,0
Recliner Leather Chair,355.6097168467539,195.7953866,66,44.940934590835184,1,0,0
Floating Wall Shelves,1034.5160074315183,569.5948452,366,44.940934590835184,0,0,1
Marble Top Dining Table,244.6147127618725,134.6825747,611,44.94093459083519,0,1,0
Velvet Upholstered Sofa,102.3039065,61.4866214,283,39.898070852260176,1,0,0
Ergonomic Office Chair,233.8436652405812,128.7521366,55,44.94093459083519,1,0,0
Luxury Wooden Dining Table,1649.6033818416704,908.256205,787,44.94093459083519,1,0,0
Adjustable Standing Desk,539.9285819524946,297.2796311,63,44.94093459083519,0,0,0
Ergonomic Office Chair,1389.472543,742.1433182,37,46.58812641251308,0,1,0
Rustic Bed Frame,189.2731800395825,104.212044,261,44.94093459083519,0,1,0
Kids Bunk Bed,800.6356436021583,440.8225027,392,44.9409345908352,0,0,1
Bamboo Shoe Rack,324.4525806467186,178.6405586,595,44.9409345908352,0,0,0
Velvet Upholstered Sofa,803.8467736619608,442.5905209,981,44.94093459083519,1,0,0
Swivel Bar Stools,38.40135523,38.40135523,24,0.0,0,0,0
Adjustable Standing Desk,365.7018398399551,201.3520152,964,44.940934590835184,0,1,0
Bamboo Shoe Rack,346.63690199185874,190.8550386,792,44.9409345908352,1,0,0
Classic Wooden Bookshelf,89.28776481159984,49.16100883,265,44.940934590835184,1,0,0
Foldable Study Table,363.5549699444787,200.1699687,260,44.94093459083519,0,0,1
Outdoor Patio Set,326.5077037978131,179.7720902,103,44.9409345908352,1,0,0
Luxury Wooden Dining Table,98.07708650465291,54.00032721,557,44.940934590835184,0,0,1
Luxury Wooden Dining Table,483.2291998107781,266.0614812,95,44.94093459083519,0,1,0
Convertible Futon Sofa,43.6163207848469,24.01473859,806,44.94093459083519,0,0,0
Velvet Upholstered Sofa,172.83219414065871,95.15979082,406,44.940934590835184,0,0,0
Kids Bunk Bed,262.1750068354269,144.3511085,741,44.9409345908352,0,1,0
Kids Bunk Bed,114.33457922357225,62.95155076,220,44.94093459083519,0,1,0
Classic Wooden Bookshelf,201.47547415785803,110.9305131,636,44.94093459083519,0,0,0
Mesh Gaming Chair,406.36392088623705,223.740177,821,44.94093459083519,1,0,0
Swivel Bar Stools,557.2612736,292.5918571,897,47.49467243438464,0,1,0
Outdoor Patio Set,305.66288248689847,168.2951264,977,44.94093459083519,1,0,0
Classic Wooden Bookshelf,240.3114428,148.4832196,185,38.2121725582682,0,1,0
Recliner Leather Chair,510.4412332673177,281.0441725,193,44.94093459083519,0,0,0
Modern Glass Coffee Table,336.342936487939,185.1872774,839,44.94093459083519,0,1,0
Foldable Study Table,547.1100568,345.8041533,176,36.794407450197696,0,1,0
Ergonomic Office Chair,1601.4180817410554,881.7258291,277,44.94093459083519,0,1,0
Foldable Study Table,353.9258973,183.6213184,323,48.118710780760935,1,0,0
Minimalist TV Stand,559.1086631,293.5819473,785,47.491075228163446,0,0,1
Rustic Bed Frame,295.18542385746133,162.5263356,170,44.94093459083519,0,0,1
Modern Glass Coffee Table,283.7721502152356,156.2422938,244,44.94093459083519,1,0,0
Mesh Gaming Chair,846.0501972531868,465.8273315,827,44.940934590835184,0,0,0
Recliner Leather Chair,751.404432540795,413.716258,999,44.94093459083519,0,0,1
Adjustable Standing Desk,966.1470086,511.7351868,99,47.03340358714847,0,0,0
Marble Top Dining Table,385.1154147355086,212.0409481,909,44.94093459083519,0,1,0
Compact Wardrobe,1122.5560188987877,618.0688527,622,44.94093459083519,0,1,0
Bamboo Shoe Rack,386.7301542763872,212.9300086,12,44.9409345908352,0,0,0
Classic Wooden Bookshelf,201.64061807979766,111.0214398,585,44.94093459083519,0,0,0
L-Shaped Computer Desk,220.4614311,57.73842282,8,73.81019322431496,0,0,1
Adjustable Standing Desk,251.88104133150722,138.6833473,975,44.94093459083519,0,1,0
Classic Wooden Bookshelf,106.2531728,57.78893763,245,45.612035756545424,0,1,0
Mesh Gaming Chair,255.2130898,158.0709297,165,38.06315740941278,0,0,0
Modern Glass Coffee Table,206.55823442486064,113.7290334,988,44.94093459083519,0,0,0
Kids Bunk Bed,433.11722171060615,238.4702944,444,44.94093459083519,0,1,0
Velvet Upholstered Sofa,17.80468762,4.435199933,631,75.08970655560427,1,0,0
Rustic Bed Frame,235.42170619268092,129.6209912,307,44.940934590835184,1,0,0
Outdoor Patio Set,130.04159251145214,71.59968548,932,44.940934590835184,0,1,0
Kids Bunk Bed,190.97966632484298,105.1516194,579,44.940934590835184,0,1,0
Marble Top Dining Table,680.878962,680.878962,710,0.0,0,0,1
Ergonomic Office Chair,759.0603006,400.7541589,295,47.203910073649816,0,0,0
Mesh Gaming Chair,136.37210605013604,75.08520707,584,44.9409345908352,0,0,0
Kids Bunk Bed,523.8729316534822,288.4395401,850,44.9409345908352,0,0,1
Recliner Leather Chair,171.58444076000353,94.47278947,186,44.940934590835184,0,1,0
Classic Wooden Bookshelf,340.3430870237914,187.3897229,589,44.94093459083519,0,0,1
Marble Top Dining Table,42.074978367039094,23.16608986,345,44.940934590835184,0,1,0
Rustic Bed Frame,617.6562785306431,340.0757744,220,44.940934590835184,0,0,1
Ergonomic Office Chair,326.19576552075796,179.6003399,517,44.94093459083519,0,1,0
Marble Top Dining Table,27.44974537,27.44974537,220,0.0,0,1,0
